h,t,r
10116,6318,395
7828,7827,395
183,182,395
7910,1262,395
8,1262,395
11404,318,395
8323,1699,395
1532,1425,395
10501,4629,395
8575,7680,395
8933,2996,395
11026,7707,395
10717,2743,395
6353,2461,395
3005,3177,395
4113,1425,395
4400,2814,395
183,5746,395
3176,8212,395
4799,8243,395
8228,4629,395
6776,7632,395
10394,2757,395
5510,4298,395
12681,10233,395
1532,1533,395
10956,9907,395
13225,6387,395
11549,4541,395
5315,4114,395
11292,7632,395
5162,4604,395
5084,6039,395
1878,9458,395
5055,783,395
10599,9124,395
8589,9940,395
9571,2996,395
2320,1157,395
7031,4382,395
9167,9458,395
6038,6039,395
11127,318,395
10442,1830,395
6776,2814,395
11227,4604,395
4007,4629,395
9461,6039,395
7751,9438,395
4592,7460,395
3015,6746,395
3015,7680,395
5510,5509,395
4908,1533,395
11499,4665,395
3534,10350,395
5747,1699,395
181,9438,395
10163,10233,395
8523,2461,395
10314,3177,395
2320,10350,395
12298,3196,395
842,8423,395
1206,8243,395
5444,10233,395
8427,3082,395
10272,3140,395
11632,9458,395
11,783,395
7084,2682,395
7702,4604,395
1045,2757,395
3038,6844,395
5856,6387,395
14195,1262,395
10493,8938,395
1878,2461,395
2462,318,395
7910,11226,395
7702,2682,395
10693,3177,395
11,9678,395
3005,4298,395
7994,4541,395
8446,8243,395
7184,9848,395
10950,1699,395
5290,4298,395
13391,3284,395
3283,6746,395
9466,10350,395
9355,3140,395
2653,1533,395
6319,6318,395
1421,3082,395
11001,9228,395
3015,9446,395
2462,1157,395
10880,2461,395
11905,8938,395
6038,318,395
4908,7460,395
4863,182,395
2462,2461,395
11292,4114,395
8,5117,395
5055,180,395
5861,8356,395
3005,182,395
4592,1420,395
6319,2682,395
5656,9848,395
8523,4114,395
9758,6467,395
7420,8243,395
516,9446,395
6319,318,395
11554,4604,395
6947,3177,395
9997,7680,395
7321,2461,395
7994,8938,395
7762,3140,395
10611,9445,395
7999,7438,395
11730,4604,395
2681,2682,395
12462,6844,395
2980,9228,395
11499,7438,395
4592,9228,395
5747,5746,395
3005,5316,395
10177,318,395
11499,5148,395
11,2996,395
4054,6039,395
5055,2757,395
9355,9446,395
11,3221,395
10394,9438,395
3283,182,395
12833,3140,395
8589,2814,395
8328,10350,395
1372,783,395
9913,8243,395
8933,3362,395
4068,6467,395
10715,10821,395
2390,3082,395
10314,10821,395
10232,10233,395
3367,9848,395
8523,9446,395
10611,7707,395
11872,9446,395
9997,1699,395
7973,5117,395
11001,9446,395
13546,7429,395
8355,5746,395
12351,7438,395
12908,3140,395
9712,9907,395
5440,8356,395
5444,1830,395
2980,4425,395
1206,7680,395
11213,1157,395
3176,3177,395
8724,180,395
5315,6387,395
10394,3221,395
7174,1420,395
10394,9678,395
11117,1352,395
9608,9848,395
2997,5316,395
5849,7429,395
7369,4114,395
6745,1699,395
3367,7680,395
9865,3362,395
6319,6039,395
7999,9124,395
9127,4425,395
9727,5746,395
8446,1830,395
6947,1699,395
3283,6039,395
11549,5746,395
4540,9678,395
5290,4114,395
7321,9228,395
12444,9445,395
13970,8243,395
13703,6387,395
8589,4425,395
3516,2743,395
11195,1830,395
7174,9940,395
13187,4425,395
842,1420,395
5656,9907,395
4557,9907,395
11554,1420,395
4400,6746,395
1045,7429,395
10956,3082,395
1045,5316,395
12667,7429,395
3361,5117,395
2679,3362,395
2681,1157,395
3275,4629,395
4400,8356,395
4972,10233,395
3361,3362,395
9213,11226,395
8072,9438,395
4623,4604,395
6947,3284,395
11453,6844,395
3397,9678,395
3283,2996,395
4558,4604,395
3397,9907,395
12351,2757,395
10874,7438,395
5290,180,395
2742,2743,395
11145,3877,395
7994,11226,395
3126,7460,395
7369,6387,395
1916,1830,395
5675,8212,395
4593,5148,395
8328,8243,395
2763,1352,395
9355,1262,395
2390,2979,395
11292,3140,395
8072,2979,395
173,10233,395
842,1157,395
5055,7632,395
8933,182,395
7446,6844,395
3197,3196,395
10822,8243,395
8,8938,395
10923,3196,395
9730,4541,395
9127,1262,395
9865,5117,395
1263,9940,395
9127,8938,395
4592,9446,395
4591,3177,395
8923,4629,395
11632,6746,395
7900,4541,395
2462,7460,395
11632,11226,395
4540,4541,395
3176,9052,395
7900,1533,395
4558,6318,395
7321,1533,395
9730,5746,395
6947,4541,395
3397,9848,395
4863,6387,395
12828,2461,395
11227,4114,395
9371,9848,395
12828,9458,395
7149,7429,395
7900,9907,395
4297,9848,395
7994,6039,395
4297,9678,395
11872,2682,395
9345,2996,395
317,318,395
7062,7680,395
181,180,395
1421,1420,395
1878,8356,395
7277,3196,395
1831,1830,395
9053,3177,395
9925,6844,395
3126,180,395
9167,2979,395
9167,3877,395
8371,8423,395
10923,10233,395
6440,5746,395
7062,4298,395
2980,4541,395
13341,1830,395
6038,7680,395
10394,180,395
12029,3196,395
11145,3284,395
9127,1699,395
11083,7707,395
8724,318,395
11632,4382,395
9712,2461,395
2763,3082,395
12828,9446,395
2390,1533,395
6776,180,395
2997,2996,395
9053,9052,395
9167,3221,395
568,9678,395
10715,9052,395
516,7632,395
7751,9446,395
10151,9446,395
7762,6844,395
10175,9907,395
4863,7632,395
9213,783,395
9609,4629,395
5675,9052,395
12534,6467,395
11439,2461,395
11,2979,395
5290,11226,395
12444,3140,395
1700,783,395
8163,3177,395
1527,6844,395
7994,2461,395
1421,4541,395
7528,1352,395
8744,3196,395
5315,4425,395
10923,8243,395
2129,1157,395
6038,4298,395
7321,8356,395
1421,6746,395
9345,7827,395
13654,6318,395
8292,182,395
5290,1533,395
3005,2996,395
9991,9445,395
11080,3362,395
6243,4665,395
12244,9907,395
1342,5117,395
8,1352,395
1372,6746,395
6745,6746,395
5315,4604,395
9084,318,395
11632,3082,395
10693,1352,395
8724,11226,395
11886,1533,395
317,6039,395
3544,3196,395
4583,3284,395
8933,4114,395
6319,7680,395
4113,5316,395
3515,6844,395
9461,4541,395
10715,8212,395
11439,180,395
3130,7707,395
9459,9458,395
9517,3284,395
5856,318,395
13396,7707,395
1700,2814,395
7498,10350,395
11886,8938,395
10923,5316,395
9609,9124,395
11439,7632,395
12191,4425,395
11213,9940,395
4054,1425,395
4583,10350,395
11735,7632,395
1263,1262,395
9461,8356,395
6353,4604,395
4908,2757,395
6745,7827,395
5856,11226,395
2129,182,395
1372,4541,395
1700,1699,395
568,8356,395
3197,9052,395
1372,4425,395
6947,180,395
7369,4298,395
7321,1262,395
11,9228,395
4113,8212,395
8523,1420,395
3515,3140,395
9730,318,395
12828,8212,395
9355,5316,395
8589,5746,395
379,9228,395
7028,6318,395
1422,6467,395
6319,9940,395
9053,8212,395
11886,9445,395
568,3221,395
7994,318,395
5084,9678,395
10163,3362,395
12010,7632,395
1527,3140,395
5493,2461,395
8135,8356,395
9727,5509,395
5747,9678,395
4671,6318,395
10889,7438,395
4113,4114,395
6745,783,395
10715,3177,395
5084,7460,395
6440,7827,395
9459,2814,395
8,6467,395
2980,9678,395
2653,8356,395
8,1425,395
11911,9445,395
317,182,395
12681,3196,395
4558,4298,395
4297,4298,395
11439,6387,395
3544,3877,395
5784,8243,395
7751,8938,395
2129,3221,395
9674,1157,395
9891,9458,395
11001,4114,395
3516,9124,395
11559,7707,395
6353,180,395
3516,3877,395
8523,3284,395
1344,9907,395
4113,11226,395
959,988,400
9,10,400
959,4491,400
1280,604,400
1556,988,400
174,10,400
104,1274,400
604,4431,400
951,1556,400
1556,2655,400
146,2655,400
8065,2482,400
146,4431,400
2655,8065,400
104,146,400
146,1274,400
951,8065,400
169,146,400
1660,2482,400
988,959,400
4431,604,400
4491,6543,400
604,146,400
11203,3006,400
174,9,400
951,104,400
6543,4491,400
951,4431,400
988,1280,400
988,169,400
951,959,400
3814,866,400
146,959,400
604,169,400
988,1660,400
10,174,400
174,17,400
2482,604,400
1274,1280,400
1660,988,400
1556,169,400
2482,169,400
104,2482,400
8065,2655,400
2655,2482,400
604,1280,400
10,9,400
169,1556,400
104,988,400
146,2482,400
4431,8065,400
1280,2655,400
604,1556,400
104,951,400
8065,146,400
9,17,400
1556,604,400
169,2482,400
8065,951,400
2482,2655,400
1280,988,400
1280,4491,400
951,169,400
104,169,400
104,604,400
2655,1274,400
2482,146,400
1660,959,400
146,8065,400
1274,2482,400
4431,2482,400
1274,1556,400
4431,1280,400
4491,1280,400
146,104,400
14162,3814,400
1280,1274,400
1556,1274,400
2482,104,400
604,2482,400
1274,146,400
169,604,400
951,146,400
1556,1280,400
169,988,400
14851,14852,400
1280,1556,400
988,1556,400
988,4431,400
959,951,400
1280,4431,400
17,10,400
17,174,400
2482,1660,400
4431,1274,400
2482,8065,400
4491,2482,400
2482,988,400
169,104,400
8065,104,400
2655,146,400
5616,3872,400
1556,951,400
866,3814,400
8131,4491,400
3814,14162,400
3872,5616,400
604,1274,400
10,17,400
3006,11203,400
1274,104,400
4431,146,400
4491,1660,400
2655,1280,400
988,104,400
959,1660,400
146,604,400
146,1280,400
988,2482,400
1274,4431,400
1556,146,400
169,1274,400
1274,2655,400
604,104,400
104,8065,400
14852,14851,400
17,9,400
2482,4491,400
988,146,400
2482,4431,400
146,951,400
4491,8131,400
2482,951,400
1280,146,400
146,1556,400
1274,604,400
169,951,400
959,146,400
8065,4431,400
951,2482,400
4431,988,400
4431,951,400
4491,959,400
1660,4491,400
1274,169,400
146,988,400
9,174,400
2482,1274,400
146,169,400
2655,1556,400
752,1113,406
4217,4218,406
3937,7546,406
11526,7142,406
9086,1418,406
1114,1113,406
254,11296,406
2920,7142,406
1388,1113,406
4387,1418,406
8534,7142,406
3154,1418,406
6876,1418,406
3482,1418,406
801,1113,406
254,4218,406
11853,1113,406
3482,4218,406
2239,4218,406
6494,7142,406
2699,1113,406
4387,1113,406
801,1418,406
1114,7546,406
3007,1113,406
6876,1113,406
801,4218,406
1417,1418,406
801,7142,406
2720,9176,919
5185,12208,919
8028,12208,919
2720,12208,919
8028,9176,919
886,2624,409
5616,4104,409
5616,3321,409
2492,2632,409
2492,8269,409
2444,9141,409
2444,7550,409
2444,1921,409
2444,3325,409
3872,887,409
2281,2280,409
3872,3871,409
2281,6424,409
2281,887,409
2444,2523,409
2492,9395,409
886,1921,409
3872,5842,409
3872,2922,409
2492,9141,409
2281,2632,409
5616,5140,409
2492,887,409
2281,4037,409
886,3871,409
5616,10451,409
3872,9395,409
13551,2280,409
886,2493,409
2492,6971,409
2492,2280,409
886,8107,409
2492,4576,409
886,887,409
2492,2616,409
5616,4193,409
2444,11649,409
2444,2922,409
886,2616,409
2444,1070,409
886,4466,409
886,9378,409
3872,11050,409
13551,7823,409
3872,2624,409
3872,13287,409
3872,4466,409
2281,4104,409
886,2523,409
886,4193,409
2281,10701,409
2492,9378,409
886,5140,409
2492,2666,409
886,2666,409
2281,10451,409
5616,13287,409
2492,2922,409
2444,6532,409
2492,9994,409
3872,2443,409
2492,2493,409
2492,9197,409
3872,5776,409
5616,9043,409
886,10289,409
2492,3325,409
2444,4466,409
2492,4037,409
2492,5020,409
2492,5140,409
886,875,409
2444,2624,409
13551,2616,409
5616,7550,409
886,6424,409
3872,4576,409
2444,2493,409
3872,9197,409
2444,7459,409
5616,11050,409
886,9395,409
2444,10451,409
3872,10289,409
2281,10289,409
886,7550,409
2492,2443,409
2444,10289,409
3872,2616,409
5616,887,409
2444,4193,409
5616,2493,409
5616,10289,409
5616,5776,409
2444,6424,409
2281,2493,409
2444,5776,409
2492,10451,409
5616,9197,409
886,6971,409
2281,9994,409
2492,14617,409
2444,13287,409
3872,4193,409
3872,4037,409
2444,4037,409
2492,6424,409
3872,11649,409
3872,9994,409
3872,2280,409
2492,10289,409
2281,2624,409
2492,3724,409
2492,3871,409
3872,5140,409
2281,3724,409
2444,10701,409
3872,9378,409
3872,1070,409
2281,8269,409
2281,2443,409
2444,9197,409
886,10701,409
5616,3871,409
5616,4466,409
886,5842,409
2492,6288,409
2492,1921,409
2444,5140,409
2492,4466,409
3872,10701,409
3872,875,409
2444,11050,409
2492,6532,409
2492,3321,409
5616,9378,409
2281,5140,409
3872,1921,409
2492,6704,409
2444,2666,409
2281,4576,409
5616,2523,409
886,1070,409
886,3325,409
886,7459,409
886,4037,409
2492,2523,409
2492,8107,409
5616,7459,409
886,10451,409
13551,4576,409
2444,9395,409
2444,875,409
2444,2443,409
5616,10701,409
5616,9395,409
3872,2666,409
886,9197,409
5616,2443,409
2444,8269,409
5616,2280,409
3872,7550,409
5616,4037,409
2492,5842,409
886,5776,409
2492,1070,409
5616,7823,409
2492,4193,409
2444,3724,409
3872,6288,409
2444,2280,409
2444,3321,409
2281,5842,409
2281,1070,409
2492,2613,409
886,2443,409
886,8269,409
2281,5776,409
2492,875,409
2444,887,409
2444,9378,409
2281,12193,409
2492,2624,409
5616,6971,409
5616,8107,409
5616,1921,409
2492,5776,409
886,2280,409
2492,12193,409
3872,6424,409
2492,7459,409
3872,2613,409
2492,11050,409
5616,3724,409
2492,13287,409
2281,2613,409
2492,10701,409
5616,5020,409
886,3321,409
5616,1070,409
5616,6424,409
2492,7550,409
2444,6971,409
5616,2922,409
2444,3871,409
886,2922,409
5616,2666,409
3872,6971,409
3872,3724,409
886,4104,409
5616,875,409
5616,2624,409
886,11050,409
5616,8269,409
3872,7459,409
988,1280,412
104,2482,412
1274,146,412
2482,146,412
604,1280,412
1280,4491,412
146,959,412
1556,2655,412
8065,951,412
146,8065,412
1556,146,412
8065,2482,412
2482,1660,412
1280,146,412
1556,951,412
959,988,412
951,1556,412
4431,1280,412
2482,4491,412
169,104,412
1274,2655,412
951,2482,412
988,169,412
2655,146,412
4491,8131,412
2482,2655,412
1556,1280,412
1660,959,412
4431,988,412
104,1274,412
8065,146,412
2482,104,412
4431,951,412
104,951,412
104,604,412
146,104,412
988,2482,412
6543,4491,412
2482,604,412
169,1274,412
988,1556,412
988,4431,412
1660,4491,412
4491,2482,412
1280,1556,412
146,604,412
604,169,412
951,959,412
1280,988,412
146,169,412
169,2482,412
988,146,412
146,4431,412
2482,4431,412
604,1556,412
4431,604,412
1274,104,412
146,951,412
988,1660,412
4491,959,412
1274,4431,412
8065,2655,412
988,959,412
1556,1274,412
1660,2482,412
951,4431,412
2655,8065,412
104,169,412
1556,604,412
1274,169,412
8065,4431,412
1280,4431,412
146,1280,412
1280,604,412
2655,2482,412
1660,988,412
104,8065,412
4491,1280,412
604,2482,412
1556,988,412
1274,2482,412
169,146,412
604,104,412
959,1660,412
169,1556,412
4431,1274,412
8131,4491,412
951,169,412
4491,1660,412
2482,169,412
2482,8065,412
1274,604,412
4491,6543,412
169,988,412
951,104,412
146,2655,412
1280,1274,412
2482,1274,412
169,604,412
2655,1280,412
959,146,412
4431,2482,412
1274,1280,412
169,951,412
604,146,412
8065,104,412
146,2482,412
1274,1556,412
988,104,412
951,8065,412
4431,8065,412
959,4491,412
951,146,412
959,951,412
1280,2655,412
2482,951,412
604,4431,412
104,146,412
2655,1556,412
2482,988,412
1556,169,412
146,988,412
146,1556,412
4431,146,412
604,1274,412
146,1274,412
2655,1274,412
104,988,412
8028,984,932
5185,958,932
2720,2721,932
5185,2381,932
2720,3085,932
3876,3814,437
5323,1637,437
3596,3814,437
4775,3814,437
7050,3814,437
9249,1637,437
10022,1767,437
10095,3814,437
11096,1767,437
11260,1637,437
11557,1637,437
13141,1637,437
867,1767,437
12296,3814,437
8855,1767,437
9819,3814,437
11167,1767,437
10283,866,437
1636,1637,437
12943,3814,437
11167,3814,437
12943,1637,437
1636,3814,437
13017,3814,437
9425,3814,437
12507,1637,437
11063,1767,437
11901,1767,437
10022,1637,437
10283,1637,437
13242,1767,437
4775,1637,437
5209,1637,437
11901,1637,437
11557,866,437
10283,1767,437
5069,1767,437
9249,3814,437
1768,1767,437
10489,1637,437
11063,3814,437
4235,1637,437
11945,3814,437
4775,1767,437
11096,1637,437
7288,1767,437
14154,1767,437
1768,1637,437
13141,3814,437
9161,1637,437
867,866,437
8855,1637,437
5317,1637,437
12943,1767,437
12296,1767,437
13017,1767,437
9215,866,437
4235,1767,437
13141,1767,437
10095,866,437
9819,1637,437
14233,3814,437
5069,3814,437
5317,3814,437
11260,3814,437
8660,1637,437
10195,3814,437
14154,3814,437
9215,3814,437
3813,866,437
3596,1637,437
1768,3814,437
10359,3814,437
7288,1637,437
12673,1637,437
10489,1767,437
12143,1637,437
11945,1767,437
13793,3814,437
9761,1767,437
3876,1767,437
9819,1767,437
3876,1637,437
14233,1767,437
3813,1637,437
9161,3814,437
7050,1637,437
12143,3814,437
11609,866,437
10195,1637,437
10359,1637,437
9215,1637,437
12296,1637,437
9425,1767,437
11901,3814,437
4235,866,437
7050,1767,437
5209,1767,437
10195,1767,437
11557,3814,437
8855,3814,437
12143,1767,437
5323,866,437
5209,3814,437
7288,3814,437
13242,3814,437
9761,1637,437
8660,1767,437
9161,1767,437
11167,1637,437
13017,1637,437
11260,1767,437
12673,1767,437
12507,1767,437
13793,1637,437
5323,3814,437
8660,866,437
5323,1767,437
6216,1637,437
8660,3814,437
11096,3814,437
9215,1767,437
11557,1767,437
10489,3814,437
9425,1637,437
4775,866,437
5069,1637,437
13242,1637,437
13793,1767,437
4235,3814,437
867,3814,437
867,1637,437
6216,866,437
3813,3814,437
3813,1767,437
10022,866,437
9249,1767,437
10283,3814,437
11609,3814,437
10095,1767,437
11609,1637,437
10095,1637,437
9761,3814,437
12507,866,437
12673,3814,437
5317,1767,437
1636,1767,437
11063,1637,437
11609,1767,437
3596,1767,437
6216,1767,437
14233,1637,437
4235,14162,437
10022,3814,437
10359,1767,437
12507,3814,437
984,8028,955
4037,2665,450
2493,8240,450
5842,2625,450
9197,4204,450
2443,6748,450
2613,5498,450
10451,2665,450
1921,5499,450
2624,6748,450
14035,6748,450
8269,2665,450
7823,11215,450
5140,11215,450
11050,9831,450
10701,11356,450
3321,2665,450
3321,4204,450
10907,11356,450
9395,5499,450
875,6170,450
2624,2625,450
2280,11215,450
2443,11215,450
7550,4204,450
5776,5834,450
6971,5499,450
6424,5425,450
9378,11356,450
2613,5425,450
2493,2625,450
2493,11215,450
9197,8240,450
887,2665,450
2493,5963,450
9141,6170,450
2666,2665,450
6992,6748,450
875,5499,450
2624,2665,450
5185,2381,967
2720,2721,967
5185,958,967
2720,3085,967
8028,984,967
7707,11559,970
8938,8,970
5117,8,970
3362,8,970
9445,11911,970
6746,11632,970
4382,11632,970
7438,11499,970
8423,9977,970
11226,11632,970
9458,11632,970
6467,8,970
2743,2742,970
3877,4221,970
3082,11632,970
4629,4007,970
9052,10715,970
3140,3515,970
3284,9517,970
10821,10715,970
8212,10715,970
5068,4775,972
12944,3813,972
12944,14154,972
5068,11901,972
5068,5069,972
1418,4387,466
1418,3154,466
1113,801,466
1418,3482,466
4218,3482,466
1113,11853,466
11296,254,466
1113,2699,466
1113,3007,466
4218,254,466
1113,6876,466
7142,2920,466
7142,8534,466
1418,6876,466
1418,801,466
1113,752,466
1113,4387,466
4218,801,466
1418,9086,466
1113,1114,466
7546,1114,466
1113,1388,466
7142,11526,466
7142,801,466
7142,6494,466
4218,4217,466
7546,3937,466
4218,2239,466
1418,1417,466
5425,4193,979
2665,10451,979
5834,2280,979
8240,4193,979
4940,2493,979
6170,1070,979
9831,2443,979
4204,1070,979
7655,2280,979
6748,2280,979
5498,10451,979
6903,6904,983
7546,6904,983
11053,1168,985
13230,10459,985
11053,4809,985
11053,5309,985
11053,6104,985
11053,2186,985
4775,866,477
5317,1637,477
867,3814,477
8855,3814,477
9425,1637,477
11063,3814,477
5069,1637,477
11260,1637,477
4775,1767,477
11096,1637,477
7050,3814,477
8660,3814,477
9215,1637,477
12673,3814,477
1636,3814,477
13017,1767,477
3596,3814,477
10489,1767,477
867,866,477
10195,3814,477
13017,3814,477
10022,1637,477
12143,3814,477
11096,3814,477
14233,1767,477
4235,1637,477
7050,1637,477
5323,3814,477
9161,1637,477
3596,1767,477
4235,3814,477
9161,3814,477
11609,1637,477
8660,1637,477
5323,1637,477
4235,866,477
9761,3814,477
10195,1637,477
12943,3814,477
11557,866,477
14154,1767,477
6216,1637,477
11557,3814,477
3876,1767,477
10283,1637,477
4235,1767,477
3813,1637,477
10283,1767,477
11901,1637,477
9215,3814,477
9215,1767,477
9249,1767,477
5317,3814,477
10283,3814,477
13017,1637,477
5323,866,477
3813,866,477
13793,3814,477
1636,1637,477
5317,1767,477
5069,1767,477
13242,3814,477
11063,1767,477
14154,3814,477
11063,1637,477
10359,3814,477
10022,3814,477
4775,3814,477
11260,1767,477
13141,1767,477
1768,1767,477
3876,3814,477
14233,1637,477
3596,1637,477
11901,1767,477
12507,866,477
10095,3814,477
9761,1767,477
11609,1767,477
12296,1767,477
12143,1767,477
12296,1637,477
5209,1767,477
6216,1767,477
7050,1767,477
10489,1637,477
12943,1637,477
3813,1767,477
13141,3814,477
12943,1767,477
12296,3814,477
7288,1767,477
5069,3814,477
5209,3814,477
9249,1637,477
9425,1767,477
12143,1637,477
6216,866,477
12507,1767,477
9215,866,477
1636,1767,477
8855,1637,477
11609,866,477
3813,3814,477
3876,1637,477
9161,1767,477
9249,3814,477
11557,1767,477
12507,1637,477
12507,3814,477
8660,1767,477
7288,1637,477
13242,1637,477
13242,1767,477
11945,1767,477
867,1637,477
5209,1637,477
9761,1637,477
1768,1637,477
7288,3814,477
11167,3814,477
11901,3814,477
11096,1767,477
10095,1767,477
10283,866,477
8855,1767,477
11260,3814,477
1768,3814,477
10095,1637,477
4775,1637,477
10022,866,477
867,1767,477
13141,1637,477
10195,1767,477
12673,1767,477
10359,1637,477
11609,3814,477
9819,1767,477
14233,3814,477
11167,1637,477
10022,1767,477
9819,1637,477
13793,1637,477
11557,1637,477
4235,14162,477
12673,1637,477
13793,1767,477
11167,1767,477
9425,3814,477
10489,3814,477
9819,3814,477
10095,866,477
10359,1767,477
5323,1767,477
